,respondent_id,city_of_residence,citizenship,data_id,reason_name,amount,currency,transaction_date,account,transaction_id,surveyor,tool,timeline,transaction_type,payment_type,date_created,date_last_updated,edit_count,description,file
2227,254962,Mutare,Zimbabwe,IN00068348,Moyo,10500.0,ZWL,2020-12-09,,,,,Full payment,,,2020-12-13,2020-12-13,0,,income
2228,254962,Mutare,Zimbabwe,IN00068349,Moyo,11200.0,ZWL,2020-12-10,,,,,Full payment,,,2020-12-13,2020-12-13,0,,income
2229,254962,Mutare,Zimbabwe,IN00068350,Moyo,13000.0,ZWL,2020-12-11,,,,,Full payment,,,2020-12-13,2020-12-13,0,,income
2230,254962,Mutare,Zimbabwe,IN00068351,Moyo,12650.0,ZWL,2020-12-12,,,,,Full payment,,,2020-12-13,2020-12-13,0,,income
2231,254962,Mutare,Zimbabwe,IN00070606,Moyo,8500.0,ZWL,2020-12-13,,,,,Full payment,,,2020-12-20,2020-12-20,0,,income
2232,254962,Mutare,Zimbabwe,IN00070607,Moyo,7800.0,ZWL,2020-12-14,,,,,Full payment,,,2020-12-20,2020-12-20,0,,income
2233,254962,Mutare,Zimbabwe,IN00070608,Moyo,6000.0,ZWL,2020-12-15,,,,,Full payment,,,2020-12-20,2020-12-20,0,,income
2234,254962,Mutare,Zimbabwe,IN00070609,Moyo,6500.0,ZWL,2020-12-16,,,,,Full payment,,,2020-12-20,2020-12-20,0,,income
2235,254962,Mutare,Zimbabwe,IN00070610,Moyo,7200.0,ZWL,2020-12-17,,,,,Full payment,,,2020-12-20,2020-12-20,0,,income
2236,254962,Mutare,Zimbabwe,IN00070611,Moyo,6300.0,ZWL,2020-12-18,,,,,Full payment,,,2020-12-20,2020-12-20,0,,income
2237,254962,Mutare,Zimbabwe,IN00070612,Moyo,5500.0,ZWL,2020-12-19,,,,,Full payment,,,2020-12-20,2020-12-20,0,,income
2238,254962,Mutare,Zimbabwe,IN00072973,Moyo,5800.0,ZWL,2020-12-20,,,,,Full payment,,,2020-12-29,2020-12-29,0,,income
2239,254962,Mutare,Zimbabwe,IN00072974,Moyo,6200.0,ZWL,2020-12-21,,,,,Full payment,,,2020-12-29,2020-12-29,0,,income
2240,254962,Mutare,Zimbabwe,IN00072975,Moyo,7200.0,ZWL,2020-12-22,,,,,Full payment,,,2020-12-29,2020-12-29,0,,income
2241,254962,Mutare,Zimbabwe,IN00072976,Moyo,7300.0,ZWL,2020-12-23,,,,,Full payment,,,2020-12-29,2020-12-29,0,,income
2242,254962,Mutare,Zimbabwe,IN00072977,Moyo,8000.0,ZWL,2020-12-24,,,,,Full payment,,,2020-12-29,2020-12-29,0,,income
2243,254962,Mutare,Zimbabwe,IN00072978,Moyo,5900.0,ZWL,2020-12-25,,,,,Full payment,,,2020-12-29,2020-12-29,0,,income
2244,254962,Mutare,Zimbabwe,IN00072979,Moyo,4900.0,ZWL,2020-12-26,,,,,Full payment,,,2020-12-29,2020-12-29,0,,income
2245,254962,Mutare,Zimbabwe,IN00073912,Moyo,8000.0,ZWL,2020-12-27,,,,,Full payment,,,2021-01-04,2021-01-04,0,,income
2246,254962,Mutare,Zimbabwe,IN00073913,Moyo,6500.0,ZWL,2020-12-28,,,,,Full payment,,,2021-01-04,2021-01-04,0,,income
2247,254962,Mutare,Zimbabwe,IN00073914,Moyo,4500.0,ZWL,2020-12-29,,,,,Full payment,,,2021-01-04,2021-01-04,0,,income
2248,254962,Mutare,Zimbabwe,IN00073915,Moyo,7000.0,ZWL,2020-12-30,,,,,Full payment,,,2021-01-04,2021-01-04,0,,income
2249,254962,Mutare,Zimbabwe,IN00073916,Moyo,5400.0,ZWL,2020-12-31,,,,,Full payment,,,2021-01-04,2021-01-04,0,,income
2250,254962,Mutare,Zimbabwe,IN00073917,Moyo,6000.0,ZWL,2021-01-01,,,,,Full payment,,,2021-01-04,2021-01-04,0,,income
2251,254962,Mutare,Zimbabwe,IN00073918,Moyo,6100.0,ZWL,2021-01-02,,,,,Full payment,,,2021-01-04,2021-01-04,0,,income
2252,254962,Mutare,Zimbabwe,IN00075524,Moyo,4800.0,ZWL,2021-01-03,,,,,Full payment,,,2021-01-11,2021-01-11,0,,income
2253,254962,Mutare,Zimbabwe,IN00075525,Moyo,3750.0,ZWL,2021-01-04,,,,,Full payment,,,2021-01-11,2021-01-11,0,,income
2254,254962,Mutare,Zimbabwe,IN00075526,Moyo,3200.0,ZWL,2021-01-05,,,,,Full payment,,,2021-01-11,2021-01-11,0,,income
2255,254962,Mutare,Zimbabwe,IN00075527,Moyo,1800.0,ZWL,2021-01-06,,,,,Full payment,,,2021-01-11,2021-01-11,0,,income
2256,254962,Mutare,Zimbabwe,IN00075528,Moyo,2400.0,ZWL,2021-01-07,,,,,Full payment,,,2021-01-11,2021-01-11,0,,income
2257,254962,Mutare,Zimbabwe,IN00075529,Moyo,3878.0,ZWL,2021-01-08,,,,,Full payment,,,2021-01-11,2021-01-11,0,,income
2258,254962,Mutare,Zimbabwe,IN00075530,Moyo,2500.0,ZWL,2021-01-09,,,,,Full payment,,,2021-01-11,2021-01-11,0,,income
2259,254962,Mutare,Zimbabwe,IN00076777,Moyo,3000.0,ZWL,2021-01-10,,,,,Full payment,,,2021-01-17,2021-01-17,0,,income
2260,254962,Mutare,Zimbabwe,IN00076778,Moyo,4200.0,ZWL,2021-01-11,,,,,Full payment,,,2021-01-17,2021-01-17,0,,income
2261,254962,Mutare,Zimbabwe,IN00076779,Moyo,3600.0,ZWL,2021-01-12,,,,,Full payment,,,2021-01-17,2021-01-17,0,,income
2262,254962,Mutare,Zimbabwe,IN00076780,Moyo,2100.0,ZWL,2021-01-13,,,,,Full payment,,,2021-01-17,2021-01-17,0,,income
2263,254962,Mutare,Zimbabwe,IN00076781,Moyo,1400.0,ZWL,2021-01-14,,,,,Full payment,,,2021-01-17,2021-01-17,0,,income
2264,254962,Mutare,Zimbabwe,IN00076782,Moyo,1900.0,ZWL,2021-01-15,,,,,Full payment,,,2021-01-17,2021-01-17,0,,income
2265,254962,Mutare,Zimbabwe,IN00076783,Moyo,2000.0,ZWL,2021-01-16,,,,,Full payment,,,2021-01-17,2021-01-17,0,,income
2266,254962,Mutare,Zimbabwe,IN00079253,Moyo,3500.0,ZWL,2021-01-17,,,,,Full payment,,,2021-01-24,2021-01-24,0,,income
2267,254962,Mutare,Zimbabwe,IN00079254,Moyo,4100.0,ZWL,2021-01-18,,,,,Full payment,,,2021-01-24,2021-01-24,0,,income
2268,254962,Mutare,Zimbabwe,IN00079255,Moyo,2550.0,ZWL,2021-01-19,,,,,Full payment,,,2021-01-24,2021-01-24,0,,income
2269,254962,Mutare,Zimbabwe,IN00079256,Moyo,1520.0,ZWL,2021-01-20,,,,,Full payment,,,2021-01-24,2021-01-24,0,,income
2270,254962,Mutare,Zimbabwe,IN00079257,Moyo,4300.0,ZWL,2021-01-21,,,,,Full payment,,,2021-01-24,2021-01-24,0,,income
2271,254962,Mutare,Zimbabwe,IN00079258,Moyo,1700.0,ZWL,2021-01-22,,,,,Full payment,,,2021-01-24,2021-01-24,0,,income
2272,254962,Mutare,Zimbabwe,IN00079259,Moyo,2500.0,ZWL,2021-01-23,,,,,Full payment,,,2021-01-24,2021-01-24,0,,income
2273,254962,Mutare,Zimbabwe,IN00084222,Moyo,4000.0,ZWL,2021-01-24,,,,,Full payment,,,2021-01-31,2021-01-31,0,,income
2274,254962,Mutare,Zimbabwe,IN00084223,Moyo,5200.0,ZWL,2021-01-25,,,,,Full payment,,,2021-01-31,2021-01-31,0,,income
2275,254962,Mutare,Zimbabwe,IN00084224,Moyo,4800.0,ZWL,2021-01-26,,,,,Full payment,,,2021-01-31,2021-01-31,0,,income
2276,254962,Mutare,Zimbabwe,IN00084225,Moyo,3200.0,ZWL,2021-01-27,,,,,Full payment,,,2021-01-31,2021-01-31,0,,income
2277,254962,Mutare,Zimbabwe,IN00084226,Moyo,5000.0,ZWL,2021-01-28,,,,,Full payment,,,2021-01-31,2021-01-31,0,,income
2278,254962,Mutare,Zimbabwe,IN00084227,Moyo,4500.0,ZWL,2021-01-29,,,,,Full payment,,,2021-01-31,2021-01-31,0,,income
2279,254962,Mutare,Zimbabwe,IN00084228,Moyo,4000.0,ZWL,2021-01-30,,,,,Full payment,,,2021-01-31,2021-01-31,0,,income
2280,254962,Mutare,Zimbabwe,IN00085666,Moyo,5200.0,ZWL,2021-01-31,,,,,Full payment,,,2021-02-08,2021-02-08,0,,income
2281,254962,Mutare,Zimbabwe,IN00085667,Moyo,4200.0,ZWL,2021-02-01,,,,,Full payment,,,2021-02-08,2021-02-08,0,,income
2282,254962,Mutare,Zimbabwe,IN00085668,Moyo,4500.0,ZWL,2021-02-02,,,,,Full payment,,,2021-02-08,2021-02-08,0,,income
2283,254962,Mutare,Zimbabwe,IN00085669,Moyo,3000.0,ZWL,2021-02-03,,,,,Full payment,,,2021-02-08,2021-02-08,0,,income
2284,254962,Mutare,Zimbabwe,IN00085670,Moyo,4300.0,ZWL,2021-02-04,,,,,Full payment,,,2021-02-08,2021-02-08,0,,income
2285,254962,Mutare,Zimbabwe,IN00085671,Moyo,4700.0,ZWL,2021-02-05,,,,,Full payment,,,2021-02-08,2021-02-08,0,,income
2286,254962,Mutare,Zimbabwe,IN00085672,Moyo,2500.0,ZWL,2021-02-06,,,,,Full payment,,,2021-02-08,2021-02-08,0,,income
2287,254962,Mutare,Zimbabwe,IN00086612,Moyo,5000.0,ZWL,2021-02-07,,,,,Full payment,,,2021-02-14,2021-02-14,0,,income
2288,254962,Mutare,Zimbabwe,IN00086613,Moyo,4850.0,ZWL,2021-02-08,,,,,Full payment,,,2021-02-14,2021-02-14,0,,income
2289,254962,Mutare,Zimbabwe,IN00086614,Moyo,2800.0,ZWL,2021-02-09,,,,,Full payment,,,2021-02-14,2021-02-14,0,,income
2290,254962,Mutare,Zimbabwe,IN00086615,Moyo,6550.0,ZWL,2021-02-10,,,,,Full payment,,,2021-02-14,2021-02-14,0,,income
2291,254962,Mutare,Zimbabwe,IN00086616,Moyo,4500.0,ZWL,2021-02-11,,,,,Full payment,,,2021-02-14,2021-02-14,0,,income
2292,254962,Mutare,Zimbabwe,IN00086617,Moyo,3750.0,ZWL,2021-02-12,,,,,Full payment,,,2021-02-14,2021-02-14,0,,income
2293,254962,Mutare,Zimbabwe,IN00086618,Moyo,4000.0,ZWL,2021-02-13,,,,,Full payment,,,2021-02-14,2021-02-14,0,,income
2294,254962,Mutare,Zimbabwe,IN00089997,Moyo,3500.0,ZWL,2021-02-14,,,,,Full payment,,,2021-02-21,2021-02-21,0,,income
2295,254962,Mutare,Zimbabwe,IN00089998,Moyo,4500.0,ZWL,2021-02-15,,,,,Full payment,,,2021-02-21,2021-02-21,0,,income
2296,254962,Mutare,Zimbabwe,IN00089999,Moyo,5300.0,ZWL,2021-02-16,,,,,Full payment,,,2021-02-21,2021-02-21,0,,income
2297,254962,Mutare,Zimbabwe,IN00090000,Moyo,6200.0,ZWL,2021-02-17,,,,,Full payment,,,2021-02-21,2021-02-21,0,,income
2298,254962,Mutare,Zimbabwe,IN00090001,Moyo,5400.0,ZWL,2021-02-18,,,,,Full payment,,,2021-02-21,2021-02-21,0,,income
2299,254962,Mutare,Zimbabwe,IN00090002,Moyo,6000.0,ZWL,2021-02-19,,,,,Full payment,,,2021-02-21,2021-02-21,0,,income
2300,254962,Mutare,Zimbabwe,IN00090003,Moyo,6550.0,ZWL,2021-02-20,,,,,Full payment,,,2021-02-21,2021-02-21,0,,income
2301,254962,Mutare,Zimbabwe,IN00093317,Moyo,6500.0,ZWL,2021-02-21,,,,,Full payment,,,2021-02-28,2021-02-28,0,,income
2302,254962,Mutare,Zimbabwe,IN00093318,Moyo,7200.0,ZWL,2021-02-22,,,,,Full payment,,,2021-02-28,2021-02-28,0,,income
2303,254962,Mutare,Zimbabwe,IN00093319,Moyo,5500.0,ZWL,2021-02-23,,,,,Full payment,,,2021-02-28,2021-02-28,0,,income
2304,254962,Mutare,Zimbabwe,IN00093320,Moyo,5000.0,ZWL,2021-02-24,,,,,Full payment,,,2021-02-28,2021-02-28,0,,income
2305,254962,Mutare,Zimbabwe,IN00093321,Moyo,6900.0,ZWL,2021-02-25,,,,,Full payment,,,2021-02-28,2021-02-28,0,,income
2306,254962,Mutare,Zimbabwe,IN00097155,Moyo,5000.0,ZWL,2021-02-26,,,,,Full payment,,,2021-03-09,2021-03-09,0,,income
2307,254962,Mutare,Zimbabwe,IN00097159,Moyo,5600.0,ZWL,2021-02-27,,,,,Full payment,,,2021-03-09,2021-03-09,0,,income
2308,254962,Mutare,Zimbabwe,IN00097160,Moyo,7000.0,ZWL,2021-02-28,,,,,Full payment,,,2021-03-09,2021-03-09,0,,income
2309,254962,Mutare,Zimbabwe,IN00097161,Moyo,5900.0,ZWL,2021-03-01,,,,,Full payment,,,2021-03-09,2021-03-09,0,,income
2310,254962,Mutare,Zimbabwe,IN00097162,Moyo,8200.0,ZWL,2021-03-02,,,,,Full payment,,,2021-03-09,2021-03-09,0,,income
2311,254962,Mutare,Zimbabwe,IN00097163,Moyo,7400.0,ZWL,2021-03-03,,,,,Full payment,,,2021-03-09,2021-03-09,0,,income
2312,254962,Mutare,Zimbabwe,IN00097164,Moyo,6500.0,ZWL,2021-03-04,,,,,Full payment,,,2021-03-09,2021-03-09,0,,income
2313,254962,Mutare,Zimbabwe,IN00097165,Moyo,6900.0,ZWL,2021-03-05,,,,,Full payment,,,2021-03-09,2021-03-09,0,,income
2314,254962,Mutare,Zimbabwe,IN00097166,Moyo,7100.0,ZWL,2021-03-06,,,,,Full payment,,,2021-03-09,2021-03-09,0,,income
2315,254962,Mutare,Zimbabwe,IN00098854,Moyo,5000.0,ZWL,2021-03-07,,,,,Full payment,,,2021-03-15,2021-03-15,0,,income
2316,254962,Mutare,Zimbabwe,IN00098855,Moyo,6500.0,ZWL,2021-03-08,,,,,Full payment,,,2021-03-15,2021-03-15,0,,income
2317,254962,Mutare,Zimbabwe,IN00098856,Moyo,7400.0,ZWL,2021-03-09,,,,,Full payment,,,2021-03-15,2021-03-15,0,,income
2318,254962,Mutare,Zimbabwe,IN00098857,Moyo,8000.0,ZWL,2021-03-10,,,,,Full payment,,,2021-03-15,2021-03-15,0,,income
2319,254962,Mutare,Zimbabwe,IN00098858,Moyo,6300.0,ZWL,2021-03-11,,,,,Full payment,,,2021-03-15,2021-03-15,0,,income
2320,254962,Mutare,Zimbabwe,IN00098859,Moyo,7000.0,ZWL,2021-03-12,,,,,Full payment,,,2021-03-15,2021-03-15,0,,income
2321,254962,Mutare,Zimbabwe,IN00098860,Moyo,7250.0,ZWL,2021-03-13,,,,,Full payment,,,2021-03-15,2021-03-15,0,,income
2322,254962,Mutare,Zimbabwe,IN00102222,Moyo,6800.0,ZWL,2021-03-14,,,,,Full payment,,,2021-03-22,2021-03-22,0,,income
2323,254962,Mutare,Zimbabwe,IN00102223,Moyo,7200.0,ZWL,2021-03-15,,,,,Full payment,,,2021-03-22,2021-03-22,0,,income
2324,254962,Mutare,Zimbabwe,IN00102224,Moyo,4580.0,ZWL,2021-03-16,,,,,Full payment,,,2021-03-22,2021-03-22,0,,income
2325,254962,Mutare,Zimbabwe,IN00102225,Moyo,7200.0,ZWL,2021-03-17,,,,,Full payment,,,2021-03-22,2021-03-22,0,,income
2326,254962,Mutare,Zimbabwe,IN00102226,Moyo,6300.0,ZWL,2021-03-18,,,,,Full payment,,,2021-03-22,2021-03-22,0,,income
2327,254962,Mutare,Zimbabwe,IN00102227,Moyo,6500.0,ZWL,2021-03-19,,,,,Full payment,,,2021-03-22,2021-03-22,0,,income
2328,254962,Mutare,Zimbabwe,IN00102228,Moyo,5900.0,ZWL,2021-03-20,,,,,Full payment,,,2021-03-22,2021-03-22,0,,income
2329,254962,Mutare,Zimbabwe,IN00104767,Moyo,5000.0,ZWL,2021-03-21,,,,,Full payment,,,2021-03-28,2021-03-28,0,,income
2330,254962,Mutare,Zimbabwe,IN00104768,Moyo,6500.0,ZWL,2021-03-22,,,,,Full payment,,,2021-03-28,2021-03-28,0,,income
2331,254962,Mutare,Zimbabwe,IN00104769,Moyo,5400.0,ZWL,2021-03-23,,,,,Full payment,,,2021-03-28,2021-03-28,0,,income
2332,254962,Mutare,Zimbabwe,IN00104770,Moyo,6000.0,ZWL,2021-03-24,,,,,Full payment,,,2021-03-28,2021-03-28,0,,income
2333,254962,Mutare,Zimbabwe,IN00104771,Moyo,5900.0,ZWL,2021-03-25,,,,,Full payment,,,2021-03-28,2021-03-28,0,,income
2334,254962,Mutare,Zimbabwe,IN00104772,Moyo,7000.0,ZWL,2021-03-26,,,,,Full payment,,,2021-03-28,2021-03-28,0,,income
2335,254962,Mutare,Zimbabwe,IN00104773,Moyo,6780.0,ZWL,2021-03-27,,,,,Full payment,,,2021-03-28,2021-03-28,0,,income
2336,254962,Mutare,Zimbabwe,IN00106532,Moyo,5800.0,ZWL,2021-03-28,,,,,Full payment,,,2021-04-04,2021-04-04,0,,income
2337,254962,Mutare,Zimbabwe,IN00106533,Moyo,6000.0,ZWL,2021-03-29,,,,,Full payment,,,2021-04-04,2021-04-04,0,,income
2338,254962,Mutare,Zimbabwe,IN00106534,Moyo,5640.0,ZWL,2021-03-30,,,,,Full payment,,,2021-04-04,2021-04-04,0,,income
2339,254962,Mutare,Zimbabwe,IN00106535,Moyo,6000.0,ZWL,2021-03-31,,,,,Full payment,,,2021-04-04,2021-04-04,0,,income
2340,254962,Mutare,Zimbabwe,IN00106536,Moyo,5500.0,ZWL,2021-04-01,,,,,Full payment,,,2021-04-04,2021-04-04,0,,income
2341,254962,Mutare,Zimbabwe,IN00106537,Moyo,6000.0,ZWL,2021-04-02,,,,,Full payment,,,2021-04-04,2021-04-04,0,,income
2342,254962,Mutare,Zimbabwe,IN00106538,Moyo,6200.0,ZWL,2021-04-03,,,,,Full payment,,,2021-04-04,2021-04-04,0,,income
2343,254962,Mutare,Zimbabwe,IN00108489,Moyo,6400.0,ZWL,2021-04-04,,,,,Full payment,,,2021-04-12,2021-04-12,0,,income
2344,254962,Mutare,Zimbabwe,IN00108490,Moyo,5650.0,ZWL,2021-04-05,,,,,Full payment,,,2021-04-12,2021-04-12,0,,income
2345,254962,Mutare,Zimbabwe,IN00108491,Moyo,5300.0,ZWL,2021-04-06,,,,,Full payment,,,2021-04-12,2021-04-12,0,,income
2346,254962,Mutare,Zimbabwe,IN00108492,Moyo,4800.0,ZWL,2021-04-07,,,,,Full payment,,,2021-04-12,2021-04-12,0,,income
2347,254962,Mutare,Zimbabwe,IN00108494,Moyo,7200.0,ZWL,2021-04-08,,,,,Full payment,,,2021-04-12,2021-04-12,0,,income
2348,254962,Mutare,Zimbabwe,IN00108495,Moyo,5900.0,ZWL,2021-04-10,,,,,Full payment,,,2021-04-12,2021-04-12,0,,income
2349,254962,Mutare,Zimbabwe,IN00109987,Moyo,4600.0,ZWL,2021-04-11,,,,,Full payment,,,2021-04-19,2021-04-19,0,,income
2350,254962,Mutare,Zimbabwe,IN00109988,Moyo,5200.0,ZWL,2021-04-12,,,,,Full payment,,,2021-04-19,2021-04-19,0,,income
2351,254962,Mutare,Zimbabwe,IN00109989,Moyo,4365.0,ZWL,2021-04-13,,,,,Full payment,,,2021-04-19,2021-04-19,0,,income
2352,254962,Mutare,Zimbabwe,IN00109990,Moyo,4900.0,ZWL,2021-04-14,,,,,Full payment,,,2021-04-19,2021-04-19,0,,income
2353,254962,Mutare,Zimbabwe,IN00109991,Moyo,5350.0,ZWL,2021-04-15,,,,,Full payment,,,2021-04-19,2021-04-19,0,,income
2354,254962,Mutare,Zimbabwe,IN00109992,Moyo,6000.0,ZWL,2021-04-16,,,,,Full payment,,,2021-04-19,2021-04-19,0,,income
2355,254962,Mutare,Zimbabwe,IN00109993,Moyo,5500.0,ZWL,2021-04-17,,,,,Full payment,,,2021-04-19,2021-04-19,0,,income
2356,254962,Mutare,Zimbabwe,IN00113897,Moyo,4500.0,ZWL,2021-04-18,,,,,Full payment,,,2021-04-26,2021-04-26,0,,income
2357,254962,Mutare,Zimbabwe,IN00113898,Moyo,4000.0,ZWL,2021-04-19,,,,,Full payment,,,2021-04-26,2021-04-26,0,,income
2358,254962,Mutare,Zimbabwe,IN00113899,Moyo,3600.0,ZWL,2021-04-20,,,,,Full payment,,,2021-04-26,2021-04-26,0,,income
2359,254962,Mutare,Zimbabwe,IN00113921,Moyo,5000.0,ZWL,2021-04-21,,,,,Full payment,,,2021-04-26,2021-04-26,0,,income
2360,254962,Mutare,Zimbabwe,IN00113922,Moyo,5400.0,ZWL,2021-04-22,,,,,Full payment,,,2021-04-26,2021-04-26,0,,income
2361,254962,Mutare,Zimbabwe,IN00113923,Moyo,6000.0,ZWL,2021-04-23,,,,,Full payment,,,2021-04-26,2021-04-26,0,,income
2362,254962,Mutare,Zimbabwe,IN00113924,Moyo,6200.0,ZWL,2021-04-24,,,,,Full payment,,,2021-04-26,2021-04-26,0,,income
2363,254962,Mutare,Zimbabwe,IN00120654,Moyo,6300.0,ZWL,2021-04-25,,,,,Full payment,,,2021-05-02,2021-05-02,0,,income
2364,254962,Mutare,Zimbabwe,IN00120655,Moyo,3500.0,ZWL,2021-04-27,,,,,Full payment,,,2021-05-02,2021-05-02,0,,income
2365,254962,Mutare,Zimbabwe,IN00120656,Moyo,5400.0,ZWL,2021-04-28,,,,,Full payment,,,2021-05-02,2021-05-02,0,,income
2366,254962,Mutare,Zimbabwe,IN00120657,Moyo,8000.0,ZWL,2021-04-29,,,,,Full payment,,,2021-05-02,2021-05-02,0,,income
2367,254962,Mutare,Zimbabwe,IN00120658,Moyo,4350.0,ZWL,2021-04-30,,,,,Full payment,,,2021-05-02,2021-05-02,0,,income
2368,254962,Mutare,Zimbabwe,IN00120659,Moyo,5900.0,ZWL,2021-05-01,,,,,Full payment,,,2021-05-02,2021-05-02,0,,income
2369,254962,Mutare,Zimbabwe,IN00127496,Moyo,5000.0,ZWL,2021-05-02,,,,,Full payment,,,2021-05-12,2021-05-12,0,,income
2370,254962,Mutare,Zimbabwe,IN00127497,Moyo,4500.0,ZWL,2021-05-03,,,,,Full payment,,,2021-05-12,2021-05-12,0,,income
2371,254962,Mutare,Zimbabwe,IN00127498,Moyo,6200.0,ZWL,2021-05-04,,,,,Full payment,,,2021-05-12,2021-05-12,0,,income
2372,254962,Mutare,Zimbabwe,IN00127499,Moyo,4800.0,ZWL,2021-05-05,,,,,Full payment,,,2021-05-12,2021-05-12,0,,income
2373,254962,Mutare,Zimbabwe,IN00127500,Moyo,6000.0,ZWL,2021-05-06,,,,,Full payment,,,2021-05-12,2021-05-12,0,,income
2374,254962,Mutare,Zimbabwe,IN00127501,Moyo,5400.0,ZWL,2021-05-07,,,,,Full payment,,,2021-05-12,2021-05-12,0,,income
2375,254962,Mutare,Zimbabwe,IN00127502,Moyo,5500.0,ZWL,2021-05-08,,,,,Full payment,,,2021-05-12,2021-05-12,0,,income
2376,254962,Mutare,Zimbabwe,IN00128819,Moyo,6500.0,ZWL,2021-05-09,,,,,Full payment,,,2021-05-17,2021-05-17,0,,income
2377,254962,Mutare,Zimbabwe,IN00128820,Moyo,4550.0,ZWL,2021-05-10,,,,,Full payment,,,2021-05-17,2021-05-17,0,,income
2378,254962,Mutare,Zimbabwe,IN00128821,Moyo,3680.0,ZWL,2021-05-11,,,,,Full payment,,,2021-05-17,2021-05-17,0,,income
2379,254962,Mutare,Zimbabwe,IN00128822,Moyo,6500.0,ZWL,2021-05-12,,,,,Full payment,,,2021-05-17,2021-05-17,0,,income
2380,254962,Mutare,Zimbabwe,IN00128823,Moyo,6200.0,ZWL,2021-05-13,,,,,Full payment,,,2021-05-17,2021-05-17,0,,income
2381,254962,Mutare,Zimbabwe,IN00128824,Moyo,4600.0,ZWL,2021-05-14,,,,,Full payment,,,2021-05-17,2021-05-17,0,,income
2382,254962,Mutare,Zimbabwe,IN00128825,Moyo,5350.0,ZWL,2021-05-15,,,,,Full payment,,,2021-05-17,2021-05-17,0,,income
2383,254962,Mutare,Zimbabwe,IN00131217,Moyo,8500.0,ZWL,2021-05-16,,,,,Full payment,,,2021-05-25,2021-05-25,0,,income
2384,254962,Mutare,Zimbabwe,IN00131218,Moyo,3600.0,ZWL,2021-05-17,,,,,Full payment,,,2021-05-25,2021-05-25,0,,income
2385,254962,Mutare,Zimbabwe,IN00131219,Moyo,4150.0,ZWL,2021-05-18,,,,,Full payment,,,2021-05-25,2021-05-25,0,,income
2386,254962,Mutare,Zimbabwe,IN00131220,Moyo,3655.0,ZWL,2021-05-19,,,,,Full payment,,,2021-05-25,2021-05-25,0,,income
2387,254962,Mutare,Zimbabwe,IN00131221,Moyo,4533.0,ZWL,2021-05-20,,,,,Full payment,,,2021-05-25,2021-05-25,0,,income
2388,254962,Mutare,Zimbabwe,IN00131222,Moyo,5000.0,ZWL,2021-05-21,,,,,Full payment,,,2021-05-25,2021-05-25,0,,income
2389,254962,Mutare,Zimbabwe,IN00131223,Moyo,4500.0,ZWL,2021-05-22,,,,,Full payment,,,2021-05-25,2021-05-25,0,,income
2390,254962,Mutare,Zimbabwe,IN00133078,Moyo,5000.0,ZWL,2021-05-23,,,,,Full payment,,,2021-06-01,2021-06-01,0,,income
2391,254962,Mutare,Zimbabwe,IN00133079,Moyo,3650.0,ZWL,2021-05-24,,,,,Full payment,,,2021-06-01,2021-06-01,0,,income
2392,254962,Mutare,Zimbabwe,IN00133080,Moyo,6000.0,ZWL,2021-05-25,,,,,Full payment,,,2021-06-01,2021-06-01,0,,income
2393,254962,Mutare,Zimbabwe,IN00133081,Moyo,5500.0,ZWL,2021-05-26,,,,,Full payment,,,2021-06-01,2021-06-01,0,,income
2394,254962,Mutare,Zimbabwe,IN00133082,Moyo,4300.0,ZWL,2021-05-27,,,,,Full payment,,,2021-06-01,2021-06-01,0,,income
2395,254962,Mutare,Zimbabwe,IN00133083,Moyo,5000.0,ZWL,2021-05-28,,,,,Full payment,,,2021-06-01,2021-06-01,0,,income
2396,254962,Mutare,Zimbabwe,IN00133084,Moyo,4600.0,ZWL,2021-05-29,,,,,Full payment,,,2021-06-01,2021-06-01,0,,income
2397,254962,Mutare,Zimbabwe,IN00134819,Moyo,6000.0,ZWL,2021-05-30,,,,,Full payment,,,2021-06-07,2021-06-07,0,,income
2398,254962,Mutare,Zimbabwe,IN00134820,Moyo,4665.0,ZWL,2021-05-31,,,,,Full payment,,,2021-06-07,2021-06-07,0,,income
2399,254962,Mutare,Zimbabwe,IN00134821,Moyo,5000.0,ZWL,2021-06-01,,,,,Full payment,,,2021-06-07,2021-06-07,0,,income
2400,254962,Mutare,Zimbabwe,IN00134822,Moyo,5200.0,ZWL,2021-06-02,,,,,Full payment,,,2021-06-07,2021-06-07,0,,income
2401,254962,Mutare,Zimbabwe,IN00134823,Moyo,4300.0,ZWL,2021-06-03,,,,,Full payment,,,2021-06-07,2021-06-07,0,,income
2402,254962,Mutare,Zimbabwe,IN00134824,Moyo,3000.0,ZWL,2021-06-04,,,,,Full payment,,,2021-06-07,2021-06-07,0,,income
2403,254962,Mutare,Zimbabwe,IN00134825,Moyo,4100.0,ZWL,2021-06-05,,,,,Full payment,,,2021-06-07,2021-06-07,0,,income
2404,254962,Mutare,Zimbabwe,IN00137288,Moyo,5000.0,ZWL,2021-06-06,,,,,Full payment,,,2021-06-15,2021-06-15,0,,income
2405,254962,Mutare,Zimbabwe,IN00137289,Moyo,3500.0,ZWL,2021-06-07,,,,,Full payment,,,2021-06-15,2021-06-15,0,,income
2406,254962,Mutare,Zimbabwe,IN00137290,Moyo,4000.0,ZWL,2021-06-08,,,,,Full payment,,,2021-06-15,2021-06-15,0,,income
